index,M,T,r,q,sig,bsPrice
GBM-3961,1.08758,1.6158,0.0284775,0.0169841,0.0712243,10.019
GBM-3962,1.08217,0.226178,0.0175364,0.00745987,0.170542,8.43556
GBM-3963,0.849069,2.30341,0.015665,0.0162308,0.0723309,0.334424
GBM-3964,0.814257,0.180162,0.0146713,0.0155936,0.069148,5.44189e-13
GBM-3965,0.862816,1.05844,0.0142901,0.00526606,0.149427,1.64902
GBM-3966,0.988858,1.02905,0.0162618,0.00408797,0.147572,6.00366
GBM-3967,0.880048,1.31109,0.0202436,0.00605092,0.466324,16.8162
GBM-3968,0.892903,1.65609,0.0288704,0.0212466,0.0615852,0.390119
GBM-3969,1.07727,0.555637,0.021655,0.00879888,0.242165,11.4619
GBM-3970,0.853498,2.53209,0.0124118,0.0217922,0.363865,15.3846
GBM-3971,1.00812,2.30736,0.0184628,0.020559,0.435154,24.8129
GBM-3972,0.822176,2.31823,0.0174484,0.00845644,0.310219,12.0142
GBM-3973,1.15631,0.39405,0.0121096,0.0251945,0.406904,17.2447
GBM-3974,1.18498,0.321963,0.0242963,0.0267147,0.271683,16.3815
GBM-3975,1.03996,1.12006,0.028111,0.0161799,0.286932,14.2326
GBM-3976,0.858084,1.58985,0.0166314,0.0214873,0.46197,16.5308
GBM-3977,1.04711,0.116948,0.0222998,0.00397781,0.275702,6.4891
GBM-3978,1.09486,0.333008,0.0234228,0.0254666,0.148378,9.14237
GBM-3979,0.929458,1.46907,0.0254798,0.014075,0.185488,6.46084
GBM-3980,0.929333,0.735808,0.0160744,0.0188929,0.23854,5.04897
GBM-3981,1.10095,1.12167,0.028374,0.0175839,0.0878733,10.584
GBM-3982,1.00979,0.177316,0.0153991,0.0039305,0.499621,8.92101
GBM-3983,1.14052,2.48974,0.0212802,0.00851717,0.320807,26.3723
GBM-3984,0.931174,1.84276,0.0114418,0.0196324,0.38754,16.8366
GBM-3985,1.09611,1.85128,0.0280826,0.0212657,0.397889,24.6134
GBM-3986,0.911074,0.111496,0.0106842,0.0295377,0.49946,3.07581
GBM-3987,1.13428,2.42492,0.0277921,0.0172307,0.1343,16.0304
GBM-3988,1.00384,1.99134,0.022118,0.011361,0.416655,23.5625
GBM-3989,0.861976,0.276947,0.0135836,0.0153891,0.276387,1.23818
GBM-3990,0.915352,2.44169,0.0293929,0.024886,0.49232,25.6717
GBM-3991,0.869471,0.0380802,0.0136726,0.00722928,0.0878516,4.17745e-17
GBM-3992,1.08654,1.79376,0.0143998,0.0113113,0.494146,28.6922
GBM-3993,0.937872,0.152788,0.0234442,0.0244901,0.116623,0.167979
GBM-3994,0.914766,0.598926,0.0184284,0.0231856,0.209802,2.98128
GBM-3995,0.9712,1.20939,0.0299424,0.0177653,0.369718,15.1775
GBM-3996,0.837379,1.71883,0.0279009,0.00127742,0.343334,12.7883
GBM-3997,1.07883,1.81776,0.0274295,0.026903,0.476484,26.7857
GBM-3998,1.07638,2.56843,0.0294446,0.00721438,0.380961,28.6031
GBM-3999,0.806794,1.39781,0.0297763,0.0295073,0.498776,15.0169
GBM-4000,0.920037,1.96231,0.0255864,0.00178109,0.421891,21.7747
GBM-4001,1.08084,0.129888,0.0142048,0.0144755,0.35545,9.51206
GBM-4002,0.89283,1.48121,0.0273949,0.0231486,0.340021,11.823
GBM-4003,1.19107,2.25462,0.0216343,0.026909,0.201269,18.9987
GBM-4004,1.0853,2.00828,0.0225909,0.0225115,0.354772,22.2237
GBM-4005,1.15579,1.76164,0.0101825,0.0121047,0.254627,19.7697
GBM-4006,1.03182,1.31718,0.0241086,0.00502017,0.259577,14.3705
GBM-4007,0.994251,2.8692,0.014988,0.020867,0.228402,13.5593
GBM-4008,0.841739,2.25889,0.0197852,0.00103601,0.232201,8.8579
GBM-4009,1.19728,1.97566,0.0234253,0.0288735,0.463582,30.321
GBM-4010,1.13206,0.506387,0.0159165,0.0279045,0.0630524,10.9767
GBM-4011,0.99687,2.98122,0.0232624,0.0015091,0.250776,19.6967
GBM-4012,1.10434,2.44127,0.0221495,0.0249372,0.35302,23.964
GBM-4013,0.989424,0.418182,0.0196818,0.00422463,0.399893,10.0841
GBM-4014,0.846617,2.15556,0.0271192,0.00266383,0.213933,8.00984
GBM-4015,1.08845,0.459541,0.0200091,0.00500803,0.349741,14.0319
GBM-4016,0.80335,2.22332,0.0293927,0.0197779,0.161067,2.91683
GBM-4017,0.889715,1.85884,0.0159922,0.0169475,0.31165,11.8871
GBM-4018,0.934226,2.47503,0.0108269,0.0271754,0.30398,13.7931
GBM-4019,1.14504,2.69688,0.0212175,0.0197679,0.329923,25.7008
GBM-4020,1.12207,1.8246,0.014034,0.0284398,0.467593,26.784
GBM-4021,1.06086,2.47855,0.025805,0.0218907,0.465044,29.4189
GBM-4022,0.973001,0.274739,0.0258495,0.00307777,0.172086,2.66553
GBM-4023,1.10789,2.90243,0.0234799,0.0249883,0.168376,15.0367
GBM-4024,0.889768,2.54039,0.0232822,0.0198745,0.217149,9.0406
GBM-4025,1.12692,1.36921,0.021014,0.0188853,0.118559,12.544
GBM-4026,1.04472,1.72852,0.0142556,0.00596947,0.182365,12.2364
GBM-4027,1.0726,0.509728,0.010827,0.028556,0.0529672,5.91826
GBM-4028,1.12876,2.28576,0.0146447,0.00416834,0.159977,17.1203
GBM-4029,1.01188,2.61214,0.0139185,0.0282063,0.093314,4.53668
GBM-4030,1.09136,0.333449,0.0128933,0.0110048,0.176314,9.4363
GBM-4031,1.07914,1.72488,0.0264966,0.0276037,0.272683,16.754
GBM-4032,1.18096,2.80233,0.0127062,0.00522464,0.0574773,16.9161
GBM-4033,0.907168,2.76874,0.0232961,0.010469,0.0931617,3.57731
GBM-4034,0.816363,1.64286,0.0242436,0.0194027,0.0802099,0.122438
GBM-4035,0.922184,2.6268,0.0180833,0.0236289,0.360422,18.2584
GBM-4036,1.16987,2.70373,0.0294114,0.0103457,0.0584313,18.3407
GBM-4037,1.15993,0.891433,0.016626,0.00384716,0.188227,16.3552
GBM-4038,1.05735,0.970997,0.0234801,7.64297e-05,0.418309,19.7653
GBM-4039,1.17894,0.763787,0.0152582,0.0218103,0.443894,22.4165
GBM-4040,0.997834,1.46631,0.015609,0.0150909,0.241049,11.2887
GBM-4041,0.984728,2.36429,0.0255975,0.00995616,0.397601,24.2631
GBM-4042,1.00356,0.511429,0.0215896,0.00871254,0.0761195,2.69034
GBM-4043,1.01389,0.755632,0.0202983,0.00637451,0.146994,6.29454
GBM-4044,1.04302,2.97784,0.023946,0.0150878,0.360487,25.8738
GBM-4045,0.938888,2.14146,0.0255037,0.0159223,0.135996,5.90458
GBM-4046,1.14779,1.03934,0.0115833,0.0149944,0.203946,15.3578
GBM-4047,1.09038,2.72534,0.0138869,0.0104977,0.127666,13.0068
GBM-4048,1.10244,2.46222,0.0127275,0.00171896,0.0594474,12.0359
GBM-4049,1.14026,0.163247,0.016871,0.000728956,0.223403,12.787
GBM-4050,0.965939,0.975315,0.0278741,0.0157438,0.142466,4.52312
GBM-4051,0.995125,1.99328,0.0198356,0.00940793,0.336359,19.0587
GBM-4052,0.868954,0.888619,0.0209501,0.0285507,0.0732479,0.0428536
GBM-4053,0.91323,1.983,0.0265955,0.000240605,0.40777,21.1181
GBM-4054,0.926948,0.0914121,0.0173129,0.0106717,0.350768,1.54531
GBM-4055,0.945416,0.0127461,0.0112808,0.0101532,0.115701,2.48265e-06
GBM-4056,1.14609,0.122369,0.0105663,0.0269425,0.0827817,12.5308
GBM-4057,0.944138,0.974015,0.0220385,0.0167042,0.16719,4.33205
GBM-4058,1.16472,1.87795,0.0206326,0.00380815,0.253775,22.5958
GBM-4059,1.11474,1.5987,0.0292584,0.02503,0.331017,20.8526
GBM-4060,1.06205,2.32874,0.0167569,0.00461315,0.248513,18.8185
GBM-4061,0.902422,1.55453,0.0137631,0.0102076,0.348838,13.2232
GBM-4062,0.905608,1.16655,0.0236707,0.00604529,0.397554,13.7995
GBM-4063,1.10418,2.90955,0.0214495,0.0167309,0.137016,14.4229
GBM-4064,1.18308,0.748186,0.0248569,0.0299681,0.117106,15.0165
GBM-4065,0.930369,2.33489,0.027683,0.0276172,0.0920274,2.64907
GBM-4066,1.07021,1.75753,0.0292379,0.0167186,0.185464,13.8623
GBM-4067,0.966142,2.66376,0.0250453,0.0100412,0.242568,15.5048
GBM-4068,0.880954,1.47774,0.0185714,0.000408201,0.359528,13.4109
GBM-4069,1.01239,2.90246,0.0265065,0.00742842,0.341406,25.0051
GBM-4070,1.07335,1.30395,0.0191787,0.0095155,0.454823,23.6219
GBM-4071,1.07704,2.03383,0.0289374,0.00193437,0.364229,25.784
GBM-4072,0.839253,0.932105,0.0199144,0.0163042,0.115823,0.322693
GBM-4073,0.962614,1.8924,0.021003,0.011671,0.256532,12.8542
GBM-4074,1.09679,0.73681,0.0285415,0.0111622,0.239652,13.6542
GBM-4075,0.91731,0.27926,0.0131901,0.0240451,0.449302,5.86771
GBM-4076,1.00089,2.96789,0.0276332,0.0019853,0.155235,14.2837
GBM-4077,0.95869,2.28974,0.0213744,0.0153737,0.435362,23.9106
GBM-4078,1.13633,2.09277,0.0217909,0.0138919,0.371144,26.3756
GBM-4079,0.955135,1.12375,0.0221566,0.0231113,0.366064,13.1183
GBM-4080,1.05583,0.886792,0.0159082,0.0284063,0.11709,6.57826
GBM-4081,1.10133,2.84202,0.0255272,0.00726967,0.370056,29.6975
GBM-4082,1.09825,1.84051,0.020075,0.0154515,0.243496,17.4245
GBM-4083,1.14774,0.927739,0.0100737,0.0270244,0.482388,23.0582
GBM-4084,0.886976,1.55703,0.0139695,0.023728,0.159068,3.01206
GBM-4085,1.03485,2.78643,0.0287646,0.0237574,0.361936,23.967
GBM-4086,0.986515,2.74422,0.0126395,0.00420716,0.49593,31.8326
GBM-4087,1.19175,0.663529,0.0267209,0.0111239,0.0514771,16.8288
GBM-4088,0.867685,2.82503,0.0195785,0.00852593,0.278496,13.9301
GBM-4089,0.821403,0.966211,0.0264918,0.0258816,0.389281,7.90867
GBM-4090,1.10081,0.968955,0.0142944,0.0246019,0.417815,19.6067
GBM-4091,0.987739,0.977763,0.0226168,0.0155232,0.330977,12.5723
GBM-4092,0.867768,1.29669,0.0251422,0.0229388,0.0974273,0.580126
GBM-4093,0.943151,2.55018,0.0216699,0.0235905,0.127794,5.19776
GBM-4094,1.01226,1.50337,0.0141605,0.00718439,0.471342,23.3679
GBM-4095,1.06158,2.9929,0.0138998,0.00693151,0.168823,15.1353
GBM-4096,1.17009,1.3142,0.0290165,0.0155219,0.456634,27.4677
GBM-4097,0.931343,2.14593,0.0266372,0.00295998,0.17514,9.25897
GBM-4098,1.1324,1.44994,0.0192059,0.00536372,0.469648,27.9265
GBM-4099,0.959709,1.73531,0.0164815,0.0223099,0.37702,16.9349
GBM-4100,1.12903,0.126449,0.028281,0.0138609,0.189824,11.6544
GBM-4101,0.911625,0.670213,0.0166456,0.0187135,0.466155,11.2843
GBM-4102,1.16548,2.10724,0.0257418,0.0195618,0.136186,16.6379
GBM-4103,1.18589,0.41333,0.0152674,0.0136113,0.288379,17.2686
GBM-4104,0.873201,2.1329,0.0245419,0.0073236,0.467411,22.8287
GBM-4105,1.13461,1.06435,0.0172357,0.0153122,0.219657,15.5607
GBM-4106,1.00453,0.0161895,0.017612,0.0225537,0.209621,1.29758
GBM-4107,1.07382,0.31355,0.0203308,0.0150917,0.444835,13.4171
GBM-4108,1.05314,1.1382,0.0230491,0.0252759,0.23353,11.9177
GBM-4109,1.06061,0.958169,0.0241482,0.0127637,0.337439,16.1251
GBM-4110,1.00971,1.19851,0.029219,0.0198922,0.166023,8.05024
GBM-4111,0.929742,1.30053,0.015542,0.00585949,0.35641,13.5746
GBM-4112,0.83067,2.0081,0.0224416,0.00856584,0.441932,18.6305
GBM-4113,0.893581,0.179238,0.010999,0.0147354,0.156343,0.124614
GBM-4114,1.11644,0.680784,0.02267,0.00768035,0.405328,18.8917
GBM-4115,0.848623,0.00534276,0.0206523,0.0194641,0.244414,4.15383e-21
GBM-4116,0.863149,1.05836,0.0254446,0.0253077,0.143863,1.30615
GBM-4117,1.07782,0.401823,0.0242103,0.0179388,0.451765,14.9752
GBM-4118,0.992372,0.0220802,0.0185256,0.0138929,0.15912,0.615398
GBM-4119,1.01109,1.1454,0.0111179,0.0115612,0.497095,21.1124
GBM-4120,0.996534,2.58787,0.010657,0.00241644,0.395586,25.4791
GBM-4121,0.894796,0.323591,0.0269688,0.0209539,0.08735,0.0256174
GBM-4122,1.19226,2.36224,0.0156537,0.00335641,0.218647,23.3389
GBM-4123,1.11532,0.15098,0.0205614,0.00731314,0.0793818,10.5075
GBM-4124,0.950829,1.4318,0.0238204,0.0282178,0.289045,10.9486
GBM-4125,0.828349,0.423294,0.0132577,0.0174281,0.413638,4.13137
GBM-4126,0.994784,0.985409,0.0203831,0.0131867,0.344972,13.4992
GBM-4127,1.1539,0.321808,0.0268634,0.00397238,0.257486,15.0174
GBM-4128,0.943499,1.46301,0.0252818,0.00117866,0.196882,8.45913
GBM-4129,1.14664,2.93236,0.0210939,0.0226991,0.415398,30.5838
GBM-4130,0.887246,2.56564,0.0163071,0.00636722,0.109161,3.35098
GBM-4131,1.03435,2.06913,0.0101141,0.0273478,0.105338,5.62344
GBM-4132,1.12797,1.03436,0.0127049,0.00190168,0.223023,15.9852
GBM-4133,0.890785,1.63438,0.0128373,0.0104247,0.158771,3.84486
GBM-4134,0.994841,2.17706,0.0197647,0.0219273,0.2206,11.919
GBM-4135,1.0871,0.585447,0.026163,0.0167397,0.114054,9.09726
GBM-4136,0.940757,0.75738,0.0163833,0.0069134,0.101643,1.50103
GBM-4137,1.12032,0.5021,0.0149839,0.00703653,0.0941389,11.1544
GBM-4138,1.0163,0.597335,0.019954,0.0242508,0.0947682,3.57458
GBM-4139,0.817512,2.41586,0.0121072,0.022687,0.0562701,0.0137399
GBM-4140,0.871982,1.55026,0.0144853,0.00786457,0.496684,19.4549
GBM-4141,0.864711,0.0267021,0.0170927,0.00945746,0.22255,2.90048e-05
GBM-4142,1.02599,1.60574,0.0190864,0.0225772,0.274803,14.1768
GBM-4143,0.864183,2.46869,0.0194693,0.0153467,0.387248,18.28
GBM-4144,1.13657,2.17182,0.0108909,0.0212443,0.398125,26.0409
GBM-4145,0.837595,1.93412,0.0221359,0.0118725,0.214597,5.94541
GBM-4146,1.00506,2.87008,0.0133583,0.00434031,0.312621,21.8495
GBM-4147,1.04574,1.36434,0.0153149,0.0123532,0.343249,17.7023
GBM-4148,1.01465,0.445385,0.0117175,0.00777429,0.236614,7.05942
GBM-4149,1.12452,1.04084,0.0200225,0.0133551,0.493215,24.7559
GBM-4150,1.03662,0.798749,0.0178742,0.00325431,0.127975,7.14261
GBM-4151,0.919088,2.34242,0.0121093,0.0160409,0.34741,16.7773
GBM-4152,1.17335,0.51957,0.0150259,0.0164296,0.235049,16.0325
GBM-4153,0.952016,0.971228,0.0293661,0.00982012,0.301925,10.4369
GBM-4154,0.85209,2.10426,0.0115253,0.0247352,0.26852,8.1797
GBM-4155,0.998517,0.588637,0.0240704,0.000731803,0.491269,15.4672
GBM-4156,1.1575,0.341446,0.0101749,0.000106876,0.443924,18.0969
GBM-4157,1.05559,1.0169,0.0131495,0.0210381,0.161739,8.66872
GBM-4158,0.932368,2.37902,0.0183074,0.00270668,0.217296,11.8463
GBM-4159,0.933273,2.36947,0.0265057,0.0158441,0.220417,11.2184
GBM-4160,1.15444,2.18289,0.013336,0.0119755,0.0896172,14.093
GBM-4161,1.06367,2.87694,0.0225789,0.0215549,0.388041,26.5336
GBM-4162,0.981546,0.290599,0.0253522,0.00614098,0.222528,4.17864
GBM-4163,1.08491,0.691678,0.0248651,0.027102,0.249581,12.1405
GBM-4164,0.847676,0.656037,0.0260966,0.0242865,0.0900687,0.0330807
GBM-4165,1.00923,0.815918,0.0241632,0.00022673,0.0596977,3.82893
GBM-4166,0.879409,1.73131,0.0274802,0.0148131,0.396639,16.143
GBM-4167,1.0323,2.08945,0.0296944,0.0068311,0.0538467,8.12808
GBM-4168,1.06807,2.08704,0.0197393,0.0134953,0.290309,19.4932
GBM-4169,0.904603,0.442929,0.0161461,0.0271634,0.419543,6.90658
GBM-4170,0.814354,0.330048,0.0113172,0.0281983,0.322731,1.2958
GBM-4171,0.884356,1.34167,0.0119545,0.0145063,0.464685,16.1993
GBM-4172,0.81016,2.74446,0.0198878,0.00715196,0.394449,19.0652
GBM-4173,1.11773,1.02511,0.015024,0.0269277,0.397938,19.826
GBM-4174,0.835016,0.845654,0.0204115,0.00858741,0.479849,11.0961
GBM-4175,0.946604,2.76809,0.0106849,0.016425,0.434396,24.5763
GBM-4176,1.0994,0.659489,0.0134631,0.00641495,0.44211,18.7359
GBM-4177,1.14174,0.175733,0.0178488,0.0229687,0.426807,14.5233
GBM-4178,0.934984,2.0717,0.0181457,0.0059813,0.465139,24.3818
GBM-4179,1.19217,2.95305,0.0219516,0.0152474,0.0996218,17.9151
GBM-4180,0.927486,1.97015,0.0247446,0.0177991,0.346497,16.2234
GBM-4181,1.13508,1.05597,0.0170699,0.00608332,0.0864476,13.0458
GBM-4182,0.9105,2.80469,0.0172352,0.00189149,0.354671,21.3295
GBM-4183,0.844447,1.68933,0.0181062,0.00134102,0.178003,4.10601
GBM-4184,1.11093,1.56421,0.0194122,0.0157292,0.0669122,10.5797
GBM-4185,1.06147,0.713255,0.025708,0.00538438,0.279073,13.0107
GBM-4186,1.04928,0.842532,0.0101023,0.0278147,0.369732,14.6029
GBM-4187,1.04775,1.94739,0.0112297,0.0124244,0.295103,17.7829
GBM-4188,0.926588,2.72891,0.0144544,0.00769937,0.248433,13.6402
GBM-4189,0.905423,1.79358,0.0136311,0.0125149,0.162689,4.78838
GBM-4190,1.12423,1.08715,0.0158306,0.0224543,0.347881,18.991
GBM-4191,1.00904,1.22148,0.0266354,0.0159283,0.297109,13.7496
GBM-4192,0.904835,2.69665,0.0151333,0.024219,0.177955,6.42215
GBM-4193,1.1885,2.03209,0.0137202,0.00876041,0.443738,31.4437
GBM-4194,1.06448,2.39389,0.027071,0.018816,0.213867,16.2074
GBM-4195,0.892916,0.253021,0.0292631,0.0226734,0.240106,1.21876
GBM-4196,0.894179,0.532638,0.0211751,0.0290351,0.242763,2.84287
GBM-4197,0.998252,0.17614,0.0234365,0.0107158,0.209213,3.51888
GBM-4198,0.974593,2.85453,0.0291309,0.0198474,0.139159,8.87545
GBM-4199,1.19314,2.04761,0.0155327,0.0123034,0.40169,29.3589
GBM-4200,0.89539,0.11394,0.0248067,0.0247356,0.369242,1.35054
GBM-4201,0.938198,2.25624,0.0227728,0.0190385,0.497465,26.0488
GBM-4202,0.929088,2.89415,0.0141331,0.00857081,0.343086,20.2823
GBM-4203,0.971122,0.351585,0.0277053,0.0195171,0.114862,1.60757
GBM-4204,1.01286,2.85966,0.0243913,0.0213412,0.0739189,5.70771
GBM-4205,0.938393,2.79792,0.0175719,0.00165112,0.0566666,2.91833
GBM-4206,1.19601,0.470385,0.0166481,0.0224698,0.209061,16.6742
GBM-4207,1.10437,2.55686,0.0113315,0.0277294,0.464826,28.9177
GBM-4208,0.913707,2.03873,0.018916,0.0157603,0.251818,10.5726
GBM-4209,1.06716,1.78462,0.0293356,0.0204936,0.134186,11.0179
GBM-4210,0.896197,2.87059,0.0107434,0.0221802,0.0829374,1.14764
GBM-4211,0.869528,1.14856,0.0253777,0.018801,0.482439,15.1349
GBM-4212,0.843664,1.94744,0.0163302,0.0171892,0.474843,19.2807
GBM-4213,0.972407,0.393319,0.0101561,0.00616395,0.161493,2.88596
GBM-4214,0.854776,1.69775,0.021935,0.0179894,0.1653,3.22103
GBM-4215,0.937119,1.2291,0.0214466,0.00453473,0.27831,10.3493
GBM-4216,0.848634,1.38419,0.0222449,0.00059324,0.208868,4.812
GBM-4217,1.01411,0.743638,0.0146177,0.0144979,0.155179,5.96186
GBM-4218,0.924114,2.91746,0.0298055,0.0154541,0.457597,27.8412
GBM-4219,0.916952,0.0816079,0.0173162,0.00464806,0.499925,2.51053
GBM-4220,0.874199,1.93254,0.0245049,0.00470574,0.190227,6.65934
GBM-4221,0.934132,2.72798,0.010565,0.0235538,0.324566,16.1616
GBM-4222,1.09996,1.57124,0.0280832,0.00740269,0.155178,14.6189
GBM-4223,0.910349,1.80399,0.0218734,0.0249152,0.197703,6.36053
GBM-4224,1.01153,0.515496,0.017953,0.00865917,0.119826,4.25145
GBM-4225,1.17074,2.31067,0.0294123,0.00429864,0.158363,21.3637
GBM-4226,0.897432,2.59663,0.0135865,0.0271953,0.367173,16.8219
GBM-4227,0.825627,2.35135,0.0134773,0.00352467,0.33706,14.1226
GBM-4228,0.948015,0.696592,0.0162399,0.02044,0.136933,2.31649
GBM-4229,1.13926,2.35869,0.0178367,0.0176152,0.321405,24.0389
GBM-4230,1.07239,0.178165,0.0106742,0.0165571,0.431002,10.7951
GBM-4231,0.80544,1.7769,0.0228308,0.0120271,0.489945,18.3294
GBM-4232,0.985696,1.45897,0.0123324,0.000352955,0.381632,18.3446
GBM-4233,0.837,1.93523,0.0263562,0.0274787,0.277282,8.25555
GBM-4234,1.08639,1.70876,0.0179429,0.0239745,0.185798,12.7063
GBM-4235,1.16853,2.01421,0.0279589,0.0229218,0.311587,23.7836
GBM-4236,1.19925,1.06566,0.0237801,0.00244488,0.366338,24.7013
GBM-4237,1.14206,1.24019,0.0257589,0.0286942,0.246952,16.8287
GBM-4238,1.16968,0.470611,0.0219707,0.0161324,0.462055,20.3106
GBM-4239,1.12133,1.01502,0.0225372,0.0198357,0.328611,18.3422
GBM-4240,1.12757,1.47736,0.0152278,0.00443303,0.288177,20.2017
GBM-4241,1.05609,1.37397,0.0154992,0.00651082,0.309447,17.2414
GBM-4242,0.82969,1.48242,0.0233132,0.0230528,0.476396,15.6198
GBM-4243,0.959451,2.17033,0.0245147,0.012925,0.0540225,2.38017
GBM-4244,0.894845,0.481786,0.0157901,0.0205572,0.410924,6.87896
GBM-4245,0.839061,0.749971,0.0251241,0.0172519,0.0801265,0.0177585
GBM-4246,0.876824,2.87857,0.0261309,0.019119,0.0895457,2.05206
GBM-4247,1.19589,0.39162,0.0195283,0.00362844,0.397623,19.864
GBM-4248,0.928751,2.36679,0.0267585,0.000945655,0.404419,23.8905
GBM-4249,0.855669,0.176067,0.0153249,0.0241781,0.21866,0.173756
GBM-4250,0.907738,2.66346,0.0110718,0.0214644,0.0818479,1.26957
GBM-4251,0.993801,0.0844718,0.0186395,0.00644641,0.272915,2.91691
GBM-4252,1.05702,1.64534,0.0223383,0.0156342,0.39831,22.3109
GBM-4253,1.19186,2.56053,0.0236094,0.0209735,0.0710513,16.0172
GBM-4254,0.897076,2.71259,0.0240709,0.0144337,0.168277,7.4028
GBM-4255,1.00365,0.0550247,0.0147837,0.000712748,0.187295,1.97807
GBM-4256,1.13045,2.15433,0.0293099,0.00346525,0.207028,20.9342
GBM-4257,1.12264,1.05846,0.0165893,0.0100232,0.188387,14.2953
GBM-4258,1.03357,0.483625,0.0220916,0.005239,0.0772936,4.69341
GBM-4259,0.954011,0.424116,0.0254839,0.0272636,0.48881,10.5285
GBM-4260,0.824796,2.54877,0.0241932,0.00664563,0.0969809,1.48336
GBM-4261,1.07427,0.0931356,0.0106846,0.00893004,0.457223,9.51993
GBM-4262,0.926166,0.571074,0.013548,0.0179606,0.100902,0.606824
GBM-4263,0.853943,1.67413,0.0125163,0.0183692,0.0625643,0.0596807
GBM-4264,0.904673,0.241406,0.0260994,0.00329415,0.271352,1.95919
GBM-4265,0.895569,1.77141,0.0271935,0.0156291,0.478286,21.1066
GBM-4266,0.802529,0.790372,0.017955,0.029186,0.480038,8.63355
GBM-4267,0.974637,2.45969,0.0289468,0.0282368,0.137827,7.04585
GBM-4268,0.900715,2.31872,0.0131168,0.0051025,0.314907,15.437
GBM-4269,1.19023,2.00265,0.0112853,0.00208184,0.191397,20.8618
GBM-4270,0.804805,2.68781,0.0238933,0.00736656,0.49735,25.4278
GBM-4271,0.813085,2.36837,0.0232101,0.0039954,0.210042,6.82716
GBM-4272,0.955095,2.11237,0.0209689,0.0205291,0.0961764,3.53395
GBM-4273,1.05415,2.72329,0.0245405,0.00234396,0.124172,14.1279
GBM-4274,0.897763,2.22094,0.0226644,0.0159872,0.309202,14.1068
GBM-4275,1.15523,0.204535,0.0292715,0.0253585,0.349147,14.8511
GBM-4276,1.12214,1.44553,0.0239046,0.0212656,0.364942,21.9077
GBM-4277,1.09667,1.04688,0.0172445,0.0284125,0.336025,16.8384
GBM-4278,1.09333,0.0897554,0.0114345,0.0156694,0.286429,9.1274
GBM-4279,0.947771,2.94762,0.0136761,0.00735313,0.261266,15.9847
GBM-4280,1.02098,0.227417,0.0165154,0.00611517,0.464806,9.90057
GBM-4281,1.01186,2.81171,0.0247247,0.0281482,0.303899,18.6613
GBM-4282,1.13685,1.80005,0.0201929,0.0180889,0.0647355,12.1939
GBM-4283,0.941473,1.05148,0.0137893,0.00993043,0.210112,6.1669
GBM-4284,0.804351,2.48938,0.0203493,0.00219212,0.0946741,0.993925
GBM-4285,1.0116,2.13273,0.0255516,0.0244976,0.220406,12.7122
GBM-4286,0.994085,2.90156,0.0259076,0.0289043,0.118326,6.77799
GBM-4287,1.16511,0.580872,0.0128311,0.00356098,0.489647,22.1868
GBM-4288,0.93078,0.0963791,0.0145937,0.00952446,0.463128,2.96107
GBM-4289,1.15171,2.83412,0.0183813,0.00610564,0.312611,27.6978
GBM-4290,0.894048,1.97834,0.0230851,0.00182938,0.447084,22.0243
GBM-4291,1.06012,1.66199,0.010343,0.00817505,0.471079,25.9112
GBM-4292,1.13385,1.52103,0.0148863,0.00656949,0.251571,18.9144
GBM-4293,0.975595,0.155943,0.017408,0.00959112,0.169618,1.67703
GBM-4294,1.03894,1.5678,0.0230652,0.00911727,0.409129,22.3513
GBM-4295,0.82901,2.76433,0.0290812,0.0264845,0.283899,11.2141
GBM-4296,1.14955,0.766868,0.0209209,0.0116058,0.489216,23.311
GBM-4297,0.885026,1.70146,0.0189952,0.0035086,0.335738,13.5228
GBM-4298,1.19202,2.21646,0.0194228,0.0124216,0.498442,34.9745
GBM-4299,1.13064,1.86371,0.0228025,0.0170824,0.105942,13.3613
GBM-4300,0.947209,1.10556,0.0211904,0.0244625,0.367012,12.6067
GBM-4301,0.823207,0.322831,0.0216469,0.0150735,0.350021,1.92438
GBM-4302,0.985176,1.88595,0.0176379,0.0140382,0.341836,17.7509
GBM-4303,1.10074,1.28936,0.0222729,0.0160406,0.276282,17.071
GBM-4304,0.958481,2.90113,0.0170647,0.0234158,0.190172,9.68401
GBM-4305,0.906788,2.91317,0.0279619,0.00808833,0.208345,12.1616
GBM-4306,1.19887,1.57658,0.0271585,0.00339976,0.347223,27.1225
GBM-4307,1.18533,2.16882,0.0148207,0.00235694,0.245236,23.7372
GBM-4308,1.13282,0.424498,0.028266,0.0245113,0.059808,11.7428
GBM-4309,0.926419,2.373,0.0226893,0.0136807,0.233967,11.6605
GBM-4310,1.19172,0.879042,0.026441,0.00541445,0.209002,19.0411
GBM-4311,1.02587,0.972808,0.0266849,0.00445026,0.131617,7.65599
GBM-4312,0.920209,2.63393,0.0178471,0.00990145,0.105776,4.19617
GBM-4313,0.865768,1.24361,0.0295692,0.0286124,0.330201,8.87991
GBM-4314,0.873255,0.0135813,0.0249812,0.0146753,0.321789,0.000150471
GBM-4315,0.802884,0.492853,0.0175287,0.0223872,0.081347,7.41786e-05
GBM-4316,1.10992,0.558674,0.022311,0.0175636,0.38116,16.4052
GBM-4317,0.987442,2.48905,0.0232273,0.017137,0.383479,22.8725
GBM-4318,0.825481,1.89897,0.018339,0.0214622,0.420093,15.1195
