index,M,T,r,q,sig,bsPrice
GBM-2173,1.04395,0.33099,0.017002,0.00449675,0.153469,6.21241
GBM-2174,0.976625,1.08529,0.0267398,0.00767094,0.282432,11.4698
GBM-2175,0.835952,1.81047,0.0292216,0.0258647,0.172261,3.16844
GBM-2176,0.932083,2.34514,0.0169307,0.00669983,0.259409,13.6385
GBM-2177,0.880112,0.274307,0.017415,0.00699809,0.302382,2.06059
GBM-2178,0.880306,0.808111,0.0282802,0.0231091,0.263684,4.72488
GBM-2179,1.14331,2.66777,0.0146554,0.00405176,0.470043,35.341
GBM-2180,0.853829,2.30637,0.0278035,0.00613333,0.0927034,1.86186
GBM-2181,1.16943,1.54756,0.0122044,0.0129547,0.348156,23.6216
GBM-2182,1.1146,2.70551,0.0288554,0.00491261,0.143677,18.5753
GBM-2183,1.08997,1.9657,0.0249467,0.0131198,0.11845,12.4405
GBM-2184,1.01511,0.95347,0.017022,0.0286653,0.159429,6.21624
GBM-2185,0.81566,2.99923,0.0231051,0.0254764,0.387602,17.612
GBM-2186,0.819386,1.59274,0.0211877,0.01673,0.357507,10.5889
GBM-2187,0.813868,2.15022,0.027794,0.00469132,0.156123,3.59214
GBM-2188,1.02777,0.60619,0.0135054,0.0236587,0.23608,8.22545
GBM-2189,1.14752,0.203472,0.0100234,0.0186874,0.197839,12.8851
GBM-2190,1.04938,0.663328,0.0240911,0.0127985,0.103744,6.61718
GBM-2191,0.914016,1.95445,0.0234704,0.0256756,0.194086,6.71062
GBM-2192,0.981973,0.0951608,0.0179048,0.0228044,0.396504,4.02917
GBM-2193,1.00949,0.482329,0.0167794,0.00207032,0.436907,12.7849
GBM-2194,1.01402,2.02742,0.0102714,0.00117971,0.461853,26.917
GBM-2195,0.897452,2.09953,0.0211204,0.000975353,0.241402,11.179
GBM-2196,1.06674,2.76289,0.0271949,0.0230088,0.182197,14.6614
GBM-2197,0.958415,0.597437,0.0114603,0.00453498,0.341024,8.82448
GBM-2198,0.965991,1.57585,0.0259029,0.000179138,0.211672,10.8337
GBM-2199,0.9035,2.3735,0.0192397,0.0167899,0.164851,6.08456
GBM-2200,1.02305,2.91722,0.0223169,0.0151942,0.174701,13.2602
GBM-2201,0.979785,0.326087,0.026966,0.0124398,0.127661,2.19876
GBM-2202,1.01887,1.65415,0.0101581,0.0255203,0.199561,9.5027
GBM-2203,1.18166,0.735527,0.0245759,0.0265812,0.361929,20.1829
GBM-2204,0.884156,0.0746093,0.0120951,0.0197063,0.095267,5.39071e-07
GBM-2205,1.06834,0.0109515,0.0299279,0.0124865,0.207349,6.41455
GBM-2206,1.12071,1.75511,0.0181001,0.026397,0.262709,17.5859
GBM-2207,0.978515,2.25026,0.0123399,0.00963565,0.145992,7.85053
GBM-2208,0.885248,2.74446,0.0189086,0.0101399,0.364346,19.5642
GBM-2209,0.991643,1.04957,0.0188506,0.0175941,0.407987,15.9629
GBM-2210,0.96369,2.52714,0.0166315,0.0245227,0.246206,12.4135
GBM-2211,0.833354,1.40195,0.0145967,0.0251086,0.362462,9.52454
GBM-2212,0.84008,0.165036,0.017618,0.0229123,0.155065,0.00556985
GBM-2213,0.817456,1.31401,0.0285202,0.012998,0.464145,14.1753
GBM-2214,1.13819,0.129216,0.0188033,0.0266532,0.0574712,12.0109
GBM-2215,0.81697,0.171949,0.0132852,0.021641,0.0528217,1.87408e-21
GBM-2216,0.955533,0.296213,0.0152392,0.0227614,0.362937,5.81009
GBM-2217,1.13744,1.35496,0.0226122,0.0208794,0.208939,16.049
GBM-2218,0.881079,2.23619,0.0134085,0.0111938,0.122085,2.85426
GBM-2219,0.91757,0.00644861,0.0247253,0.0117586,0.296025,9.11687e-05
GBM-2220,1.10858,1.89247,0.0292173,0.00687234,0.101776,14.3479
GBM-2221,1.11344,2.41183,0.0193451,0.00538326,0.447827,32.0681
GBM-2222,0.964025,2.71738,0.0216306,0.0220163,0.179047,9.54533
GBM-2223,1.11098,1.64871,0.0197681,0.0193066,0.148672,12.914
GBM-2224,0.913298,1.53157,0.0179538,0.0291257,0.127681,2.34398
GBM-2225,0.914877,2.53042,0.0251587,0.017898,0.082831,2.43651
GBM-2226,0.880834,1.36348,0.0184874,0.0119731,0.369755,12.359
GBM-2227,0.992929,1.20179,0.0174226,0.0166093,0.0763572,2.99049
GBM-2228,0.965293,0.573339,0.0276599,0.0154873,0.267687,6.77014
GBM-2229,0.941251,0.0182453,0.0282703,0.0132536,0.0908083,1.0692e-07
GBM-2230,0.857198,0.920985,0.0123327,0.0092513,0.449417,11.3108
GBM-2231,1.11144,0.0817501,0.0132668,0.00750482,0.252041,10.2758
GBM-2232,0.803956,0.673599,0.0164641,0.00433152,0.348287,4.2378
GBM-2233,1.07079,2.75847,0.010809,0.0261507,0.262316,17.063
GBM-2234,1.10067,1.27462,0.0288593,0.0114733,0.365899,21.3244
GBM-2235,0.992373,0.079879,0.0233385,0.000906435,0.416779,4.42181
GBM-2236,1.11958,0.349648,0.0104174,0.0236071,0.256633,12.1698
GBM-2237,1.00373,0.588403,0.0178841,0.0123038,0.494699,15.2367
GBM-2238,0.807969,2.45368,0.0146334,0.0202348,0.141161,1.8593
GBM-2239,1.09871,2.67061,0.0135484,0.0281792,0.455329,28.743
GBM-2240,1.03588,2.78577,0.0144305,0.0046204,0.276668,20.6311
GBM-2241,1.12476,1.25458,0.0201837,0.0266166,0.289057,17.4697
GBM-2242,1.00509,0.715007,0.0223391,0.00398355,0.371858,13.2645
GBM-2243,0.818713,0.838164,0.0201122,0.0239234,0.354932,5.6641
GBM-2244,1.15122,0.83323,0.026455,0.0280645,0.361016,19.3551
GBM-2245,0.845145,2.69025,0.0174578,0.00459803,0.487294,26.2404
GBM-2246,0.98191,1.25535,0.0264009,0.0143815,0.054485,2.24271
GBM-2247,1.00367,2.47538,0.0292859,0.0261579,0.296451,17.7225
GBM-2248,1.06347,1.02811,0.0110383,0.0170453,0.212832,11.1298
GBM-2249,1.04455,1.76236,0.0109128,0.00210081,0.475021,26.9092
GBM-2250,0.821715,1.21182,0.0231491,0.0241353,0.218467,2.97076
GBM-2251,0.816524,0.887722,0.0202777,0.0253438,0.239643,2.37129
GBM-2252,1.17877,0.0597241,0.0220315,0.020957,0.412706,15.3524
GBM-2253,1.07296,0.234204,0.0180496,0.014491,0.200497,8.11077
GBM-2254,1.15832,1.53436,0.0105659,0.0167483,0.484323,28.3093
GBM-2255,0.995387,1.95842,0.0282802,0.0236057,0.354774,18.8938
GBM-2256,1.18541,2.80267,0.0107095,0.00701214,0.244756,24.0674
GBM-2257,1.17338,1.44322,0.025313,0.00934014,0.347235,24.574
GBM-2258,0.966113,1.90713,0.0136315,0.022432,0.114582,4.00309
GBM-2259,0.82727,2.47811,0.0162821,0.00439769,0.379606,17.5347
GBM-2260,0.964206,1.58576,0.0178061,0.0267507,0.346035,14.5839
GBM-2261,1.03055,0.470035,0.0173842,0.00852197,0.181413,6.71564
GBM-2262,0.850893,1.16402,0.0193688,0.00193809,0.401359,11.7869
GBM-2263,1.14266,1.72478,0.0150134,0.00134726,0.399742,27.2306
GBM-2264,0.984567,0.195602,0.0270297,0.0266106,0.114466,1.34287
GBM-2265,1.09,2.9478,0.0137079,0.0277524,0.417287,27.2844
GBM-2266,1.10469,1.48566,0.026932,0.0235693,0.190758,14.1261
GBM-2267,0.866596,0.588832,0.0259621,0.0230372,0.133409,0.413263
GBM-2268,0.897017,1.21945,0.0184317,0.0184963,0.147121,2.51818
GBM-2269,0.942002,1.65724,0.0174906,0.0226695,0.153793,4.91971
GBM-2270,1.02069,2.6511,0.0250942,0.0111579,0.0645777,7.2413
GBM-2271,0.985072,0.837004,0.0299237,0.0261874,0.078349,2.26631
GBM-2272,1.12153,2.34809,0.0279741,0.0155052,0.293084,23.2471
GBM-2273,1.16529,2.32372,0.0137996,0.0292238,0.123999,13.0417
GBM-2274,1.11731,2.31678,0.0155648,0.012065,0.138897,14.371
GBM-2275,0.883992,0.39552,0.0170951,0.0121164,0.0520272,8.66081e-05
GBM-2276,1.08517,2.86213,0.0215947,0.0182876,0.204502,17.0273
GBM-2277,0.986525,1.00402,0.0280259,0.00283438,0.462232,18.742
GBM-2278,0.95772,0.0557672,0.0180911,0.00985318,0.0864005,0.013672
GBM-2279,1.00666,0.490444,0.0272313,0.00885718,0.0888311,3.30139
GBM-2280,0.919319,1.42536,0.021443,0.0046344,0.205684,7.22581
GBM-2281,1.0487,1.85677,0.0240175,0.0192638,0.142121,10.1868
GBM-2282,1.0518,0.152489,0.0298899,0.0136591,0.185876,6.10673
GBM-2283,1.13363,1.45464,0.0259504,0.0287883,0.12306,12.514
GBM-2284,1.07815,0.274563,0.0261455,0.0258824,0.12296,7.57178
GBM-2285,1.18953,0.489516,0.023074,0.0228769,0.236646,16.9
GBM-2286,0.813705,2.50705,0.0231118,0.0147221,0.406284,18.0466
GBM-2287,1.12436,1.79601,0.0266193,8.2268e-05,0.0901748,15.638
GBM-2288,0.993142,1.02582,0.0148669,0.0262921,0.381375,14.1504
GBM-2289,0.989873,2.96492,0.0138594,0.00682462,0.220902,15.2291
GBM-2290,1.19635,1.46363,0.014509,0.00375939,0.11149,18.0222
GBM-2291,1.04072,1.2346,0.0183015,0.00396019,0.334157,17.2005
GBM-2292,1.18409,1.64405,0.0179133,0.029151,0.204858,17.3918
GBM-2293,1.10345,0.343045,0.0296103,0.0143561,0.406441,14.6955
GBM-2294,1.07054,1.782,0.0147937,0.0103234,0.27291,17.5629
GBM-2295,0.978019,2.78634,0.018108,0.0170328,0.197263,11.6876
GBM-2296,0.842663,1.76666,0.0134323,0.00887166,0.140975,2.115
GBM-2297,1.1203,1.18169,0.0226221,0.0295431,0.0731992,9.9768
GBM-2298,0.986142,0.663195,0.0292012,0.0228894,0.233399,7.02034
GBM-2299,1.09304,1.90584,0.0292392,0.0206907,0.335811,21.9649
GBM-2300,1.08201,1.30429,0.0175323,0.0227501,0.212222,12.8048
GBM-2301,1.12685,1.70621,0.0115676,0.00938102,0.302959,20.9319
GBM-2302,1.09514,0.725101,0.0148552,0.00294863,0.465395,20.1193
GBM-2303,1.01665,0.686541,0.0285825,0.0234094,0.378559,13.144
GBM-2304,0.924816,1.39525,0.0236085,0.0274871,0.135633,3.06872
GBM-2305,0.914683,2.01948,0.0192804,0.0232427,0.204275,7.34158
GBM-2306,1.19706,0.957503,0.0294823,0.0278233,0.304694,20.5415
GBM-2307,1.01264,1.3071,0.0128936,0.0202641,0.32221,14.3533
GBM-2308,1.09973,2.70338,0.0106721,0.0238378,0.385851,25.4671
GBM-2309,1.06455,2.00258,0.0236871,0.0288625,0.374299,21.7032
GBM-2310,0.886924,0.928448,0.0295569,0.0181738,0.294361,6.90028
GBM-2311,1.05063,2.78015,0.0240532,0.0187094,0.336118,23.382
GBM-2312,0.875339,1.70884,0.0268332,0.0225271,0.237767,7.24572
GBM-2313,1.14915,0.758236,0.012457,0.0227139,0.0772832,12.1495
GBM-2314,1.19843,0.323878,0.01913,0.0111954,0.0687809,16.7111
GBM-2315,0.978922,2.6198,0.0133965,0.00684121,0.352199,21.8823
GBM-2316,1.11317,1.78455,0.0209885,0.00502473,0.0599281,12.7134
GBM-2317,1.12196,0.238696,0.0220128,0.0297327,0.164497,10.9013
GBM-2318,0.933754,0.045847,0.0250719,0.0212948,0.0823834,2.24331e-05
GBM-2319,0.992889,2.1014,0.029886,0.00569303,0.240314,15.5878
GBM-2320,0.809844,1.9033,0.0246649,0.020311,0.450648,16.6417
GBM-2321,1.09999,0.0746023,0.0113166,0.0116375,0.373874,9.99889
GBM-2322,0.938038,0.0581718,0.0278681,0.0124889,0.354453,1.18049
GBM-2323,1.19258,1.26837,0.0273134,0.00908595,0.162975,19.0143
GBM-2324,0.993844,2.49542,0.0177647,0.00072456,0.465142,29.9191
GBM-2325,0.841469,1.32648,0.0274039,0.00991574,0.107926,0.737677
GBM-2326,0.995193,1.54656,0.0199758,0.00459309,0.141173,7.85327
GBM-2327,0.89137,0.363976,0.0179153,0.0193312,0.49767,7.40679
GBM-2328,1.19796,0.589152,0.0218559,0.00278153,0.188871,17.9973
GBM-2329,1.0721,2.57817,0.0221896,0.0167586,0.374289,25.7585
GBM-2330,1.14069,2.35245,0.0177285,0.0204654,0.224179,18.6435
GBM-2331,0.954444,0.997063,0.0279028,0.0195192,0.196956,6.06654
GBM-2332,1.06232,0.219864,0.0291489,0.0235171,0.0787555,6.02206
GBM-2333,1.19509,2.55231,0.0203496,0.00785505,0.346635,29.9778
GBM-2334,1.1895,2.6796,0.0218116,0.0267961,0.0715006,14.1698
GBM-2335,0.809327,2.7518,0.0230668,0.0195025,0.479891,22.9908
GBM-2336,1.18639,0.115694,0.0216546,0.0287299,0.243045,15.6445
GBM-2337,1.1998,1.90021,0.0179522,0.019851,0.1351,17.2196
GBM-2338,0.962769,0.430773,0.0123659,0.00596124,0.358151,7.81918
GBM-2339,0.842629,0.445845,0.023404,0.0026727,0.201618,0.811331
GBM-2340,1.10162,1.05262,0.0215225,0.0286141,0.295408,15.8121
GBM-2341,1.07965,1.01381,0.0269543,0.0164959,0.31023,16.2526
GBM-2342,0.914077,0.723337,0.0169381,0.0129154,0.348613,8.22363
GBM-2343,1.13943,0.0449033,0.019199,0.0117437,0.144727,12.2598
GBM-2344,1.18164,1.20066,0.0113219,0.0260995,0.424642,24.1368
GBM-2345,0.978341,1.33672,0.0159412,0.0214439,0.30368,12.3475
GBM-2346,1.06337,0.968965,0.0154172,0.0102186,0.398454,18.2945
GBM-2347,0.946698,2.59379,0.0145017,0.0290542,0.104453,2.98155
GBM-2348,1.10502,2.95091,0.0223503,0.0161479,0.32892,25.7653
GBM-2349,0.937451,0.993181,0.0124596,0.0282264,0.226385,5.60248
GBM-2350,1.10844,2.87965,0.0266984,0.0138044,0.349599,27.7952
GBM-2351,1.06997,1.66,0.0271023,0.0268564,0.421146,23.0762
GBM-2352,1.15545,0.236037,0.0236428,0.0229181,0.26553,14.1796
GBM-2353,1.11653,1.89234,0.0151193,0.000453401,0.0547268,12.9691
GBM-2354,1.01686,0.174499,0.0194044,0.000359807,0.309023,6.14841
GBM-2355,0.888271,2.76215,0.0239983,0.0137848,0.378925,20.6153
GBM-2356,1.18847,1.26197,0.0296219,0.00695936,0.44003,28.0254
GBM-2357,0.874332,0.693272,0.0237686,0.0123891,0.415999,8.818
GBM-2358,1.06537,0.393293,0.0272745,0.0178436,0.299201,10.8527
GBM-2359,0.955205,0.964203,0.0211626,0.0152479,0.210554,6.41704
GBM-2360,0.998387,2.13924,0.0159817,0.0208724,0.2459,13.1576
GBM-2361,1.05961,0.699002,0.0266337,0.00478841,0.333244,14.5315
GBM-2362,1.14125,2.04512,0.0162819,0.0299289,0.128181,12.2077
GBM-2363,1.18977,0.123831,0.0146295,0.0132449,0.165954,15.9404
GBM-2364,1.09769,0.324752,0.0171864,0.00267074,0.158099,9.92303
GBM-2365,0.94552,1.13112,0.0286628,0.00842469,0.407556,15.6628
GBM-2366,0.934825,0.0767372,0.0108473,0.0010307,0.244476,0.601048
GBM-2367,0.98759,0.202181,0.0251411,0.0255479,0.398971,6.54372
GBM-2368,1.07415,0.803389,0.0184962,0.0236614,0.455407,18.7531
GBM-2369,0.997563,0.310962,0.0100018,0.0151085,0.18632,3.93427
GBM-2370,0.962284,2.34281,0.0161437,0.0263039,0.18759,8.31608
GBM-2371,1.13885,2.35311,0.0113711,0.00558395,0.190505,18.5563
GBM-2372,1.08969,0.192804,0.013125,0.00181632,0.302885,10.3622
GBM-2373,1.19637,1.74664,0.0272871,0.00721154,0.11617,19.5552
GBM-2374,0.948232,0.963439,0.0155068,0.0183182,0.265434,7.89178
GBM-2375,0.88755,1.8868,0.0127877,0.0197579,0.0553012,0.12844
GBM-2376,1.19762,2.932,0.0204766,0.000479777,0.404123,36.1297
GBM-2377,0.838153,0.257412,0.0219219,0.0181434,0.28674,0.872844
GBM-2378,1.18461,0.692267,0.0110324,0.0167161,0.46639,22.8245
GBM-2379,1.08118,1.75437,0.0146415,0.0152915,0.40197,23.4838
GBM-2380,1.0799,1.95731,0.0241271,0.0208907,0.361697,22.4833
GBM-2381,1.00843,2.6372,0.0247947,0.0228422,0.476413,28.7986
GBM-2382,0.817856,0.743179,0.0231169,0.0236602,0.146758,0.324786
GBM-2383,1.11409,1.09224,0.0263966,0.025454,0.120993,11.3004
GBM-2384,1.00385,1.30603,0.0125754,0.00782344,0.47781,21.6899
GBM-2385,0.894048,1.93067,0.0147586,0.0274608,0.251011,8.20607
GBM-2386,1.0138,1.23049,0.0175089,0.00421597,0.466762,21.527
GBM-2387,1.04159,2.5405,0.0154166,0.025993,0.123275,7.93858
GBM-2388,1.10059,0.513986,0.0284741,0.0200787,0.40181,16.1525
GBM-2389,1.08283,2.31984,0.0188867,0.0274318,0.149302,11.2512
GBM-2390,1.12609,2.0267,0.0297887,0.013967,0.406888,28.0813
GBM-2391,0.941359,1.71885,0.0299486,0.0245978,0.266305,11.2591
GBM-2392,1.10324,0.802118,0.015911,0.0100331,0.435185,19.9291
GBM-2393,0.898614,1.52721,0.0289281,0.00736376,0.240857,8.72217
GBM-2394,0.915734,2.55159,0.0205348,0.0287946,0.367229,17.6959
GBM-2395,0.857454,0.255048,0.0166168,0.0125998,0.418489,3.11534
GBM-2396,1.06893,1.79345,0.0198501,0.0170166,0.16099,11.8343
GBM-2397,0.934265,1.40738,0.023737,0.0253913,0.0745498,1.071
GBM-2398,1.16338,0.526574,0.0208372,0.00224138,0.364158,18.8872
GBM-2399,0.985733,0.0923082,0.0178449,0.0141968,0.284285,2.8044
GBM-2400,0.916208,2.25896,0.027717,0.0134662,0.137022,5.71547
GBM-2401,0.868533,1.71867,0.0298023,0.0256287,0.0638911,0.200387
GBM-2402,1.12677,2.58296,0.019932,0.00947915,0.291195,24.267
GBM-2403,0.945893,0.169275,0.0132203,0.00609128,0.291361,2.61105
GBM-2404,1.03285,2.73098,0.0274852,0.0199468,0.449061,29.2046
GBM-2405,0.992823,2.85945,0.0209208,0.00833191,0.415903,27.8684
GBM-2406,0.820781,0.450814,0.020868,0.0285018,0.34018,2.58796
GBM-2407,1.15618,1.88964,0.0122679,0.0258325,0.164591,14.5547
GBM-2408,1.13832,1.64348,0.0134217,0.0128975,0.327787,22.0009
GBM-2409,0.809806,0.0634514,0.0202272,0.0117297,0.205597,3.09964e-05
GBM-2410,0.947084,0.303409,0.0226245,0.000227242,0.188725,2.2466
GBM-2411,0.886772,2.79963,0.0296049,0.0286284,0.301577,14.2946
GBM-2412,0.842925,1.7532,0.0237569,0.0190992,0.495797,19.3298
GBM-2413,0.803354,2.82532,0.0114162,0.00210918,0.333636,15.1001
GBM-2414,0.996137,0.535056,0.0124618,0.0221298,0.426816,11.8707
GBM-2415,1.05639,2.57192,0.0207457,0.00330428,0.125944,13.2062
GBM-2416,0.974652,1.26708,0.0230033,0.00906486,0.245961,10.535
GBM-2417,1.16511,0.431181,0.0180863,0.0100297,0.479548,20.1386
GBM-2418,0.856362,0.589384,0.0279371,0.0133539,0.180414,1.10117
GBM-2419,1.11993,2.00344,0.0192989,0.00962255,0.443852,29.2634
GBM-2420,1.17442,0.162657,0.0107317,0.0274728,0.120603,14.5547
GBM-2421,1.17178,0.97153,0.0232031,0.00736841,0.063117,15.8532
GBM-2422,1.16208,1.78073,0.0128091,0.0180098,0.368618,24.6447
GBM-2423,0.815293,1.68935,0.0199623,0.0245938,0.163563,1.89185
GBM-2424,0.980236,0.227695,0.0277728,0.011381,0.0569279,0.462622
GBM-2425,1.10018,2.47598,0.0170607,0.0125646,0.0932564,11.6414
GBM-2426,1.03172,0.686944,0.0138001,0.0124966,0.498023,17.5697
GBM-2427,0.86486,0.794688,0.0222034,0.00494906,0.333367,6.79621
GBM-2428,0.97297,2.27048,0.0208833,0.0232896,0.325408,17.133
GBM-2429,0.873572,0.94891,0.0253193,0.0168455,0.238109,4.4447
GBM-2430,1.05791,2.46228,0.0198597,0.0172985,0.129875,10.8012
GBM-2431,0.897569,1.77861,0.0143775,0.0183671,0.435274,17.9925
GBM-2432,1.02223,1.8196,0.0133173,0.0219536,0.113664,6.15842
GBM-2433,1.10641,1.93157,0.0156217,0.0070585,0.231893,18.181
GBM-2434,1.00261,2.88561,0.0159187,0.0225099,0.397577,24.2136
GBM-2435,1.04878,0.767722,0.0167905,0.011648,0.325653,13.6297
GBM-2436,0.931226,2.33672,0.0126857,0.0272821,0.202564,7.66517
GBM-2437,0.833643,1.72368,0.0111311,0.0154435,0.495408,18.3746
GBM-2438,0.993484,2.08934,0.0171028,0.0240562,0.0923043,4.16313
GBM-2439,0.807587,2.30382,0.0206836,0.0297821,0.473331,18.8067
GBM-2440,1.17657,2.13471,0.0273237,0.0292443,0.340207,24.8158
GBM-2441,1.16681,1.32541,0.0272702,0.0299667,0.19993,16.5957
GBM-2442,1.08891,1.17104,0.0271199,0.0221841,0.178009,12.1667
GBM-2443,1.19681,2.59664,0.0147161,0.0064418,0.458798,35.6353
GBM-2444,0.856828,2.29488,0.0180462,0.0191545,0.0520577,0.0708439
GBM-2445,1.14088,2.72977,0.0109297,0.00927876,0.171539,17.6563
GBM-2446,0.942027,1.85722,0.0147626,0.00816831,0.12242,4.58175
GBM-2447,1.11669,1.37785,0.0105997,0.0297171,0.270997,15.9094
GBM-2448,1.18951,1.1371,0.0197306,0.00334559,0.189863,19.092
GBM-2449,1.09264,2.93456,0.028041,0.0238505,0.437097,30.6073
GBM-2450,1.05756,2.8429,0.0236844,0.0200551,0.283796,20.4796
GBM-2451,0.813119,0.657725,0.0155356,0.0259369,0.383849,4.94399
GBM-2452,1.15615,2.04283,0.0194392,0.00815466,0.280694,23.2652
GBM-2453,0.858379,2.80667,0.0196363,0.0261493,0.374477,17.2415
GBM-2454,1.14312,0.686994,0.0194082,0.00457278,0.420391,20.6151
GBM-2455,1.07163,0.748495,0.019598,0.0203844,0.497651,19.6968
GBM-2456,0.905621,2.801,0.0231319,0.012783,0.247297,13.1184
GBM-2457,1.1334,2.2176,0.0272898,0.0150495,0.152886,16.7281
GBM-2458,1.06429,1.93404,0.0136095,0.00808062,0.0646972,7.93622
GBM-2459,1.16906,0.182798,0.0104623,0.0159103,0.259136,14.7081
GBM-2460,1.19221,2.58842,0.0128116,0.0228946,0.188299,18.3615
GBM-2461,0.92985,2.95548,0.0151388,0.0122968,0.0855939,3.18844
GBM-2462,0.957585,0.949879,0.0141025,0.0168595,0.162155,4.2955
GBM-2463,1.14193,2.58778,0.0205868,0.0179084,0.454804,32.1436
GBM-2464,1.1923,1.58126,0.0121837,0.00249239,0.194648,20.0765
GBM-2465,0.978552,0.961728,0.0235306,0.0137875,0.148653,5.17898
GBM-2466,1.03663,1.78592,0.0153226,0.0254444,0.411117,21.3588
GBM-2467,0.932473,0.546929,0.024617,0.0125443,0.373502,8.31319
GBM-2468,0.975593,2.97918,0.0139995,0.000590703,0.469241,31.9168
GBM-2469,0.867335,0.695115,0.0105705,0.0128603,0.383966,7.24365
GBM-2470,0.902107,0.836986,0.0278846,0.00990443,0.406609,11.1672
GBM-2471,1.18742,1.27312,0.0203477,0.0199988,0.486284,28.041
GBM-2472,1.08758,1.59163,0.0161683,0.0161115,0.130496,10.8457
GBM-2473,0.968961,0.984402,0.0274765,0.0101742,0.460975,17.3249
GBM-2474,0.981719,1.13305,0.0252994,0.0244727,0.2326,8.83232
GBM-2475,1.16668,2.81395,0.015571,0.0174887,0.383457,29.5081
GBM-2476,0.897077,2.77203,0.0130368,0.0282185,0.473415,23.6569
GBM-2477,0.829632,0.239391,0.0199458,0.0283745,0.19467,0.0925172
GBM-2478,0.909047,2.68692,0.02372,0.0183798,0.495163,27.3917
GBM-2479,0.932734,0.429271,0.0238631,0.0254702,0.16979,1.82227
GBM-2480,0.811602,1.46315,0.0214681,0.00691269,0.372725,10.8967
GBM-2481,0.967238,2.71441,0.0281039,0.0178007,0.290076,17.7893
GBM-2482,1.03206,1.54004,0.0276338,0.0161958,0.242125,13.8592
GBM-2483,1.0613,0.31413,0.02546,0.0239475,0.13312,6.63473
GBM-2484,0.979578,1.30082,0.0288476,0.0162841,0.441571,19.2969
GBM-2485,1.09378,2.44924,0.0163966,0.0103463,0.206459,17.3379
GBM-2486,1.02584,0.433935,0.0270999,0.0260398,0.22133,7.02936
GBM-2487,1.19026,2.05829,0.0136248,0.00238971,0.407428,30.8768
GBM-2488,1.01476,1.67596,0.0172657,0.0231898,0.366865,18.2401
GBM-2489,1.02974,0.155453,0.0224733,0.0284735,0.399895,7.66022
GBM-2490,0.882277,0.199008,0.0291237,0.0171734,0.102154,0.0051815
GBM-2491,1.15409,0.11567,0.0189689,0.000968798,0.388791,14.3736
GBM-2492,0.992215,1.24031,0.0199179,0.0141052,0.152735,6.63259
GBM-2493,0.815676,2.04649,0.029793,0.00157788,0.491617,22.3276
GBM-2494,1.16732,2.55882,0.0114857,0.0152387,0.163152,17.1983
GBM-2495,0.843326,1.4148,0.0170355,0.00922809,0.44785,14.9697
GBM-2496,0.907903,2.41741,0.026075,0.0184881,0.33653,16.8708
GBM-2497,1.02729,0.638792,0.0112419,0.0190965,0.272803,9.59599
GBM-2498,0.98098,0.964748,0.022342,0.0173673,0.373724,13.722
GBM-2499,1.09385,2.75585,0.0174579,0.00816521,0.241421,20.6026
GBM-2500,0.946574,2.06862,0.0130536,0.00378906,0.391469,20.6347
GBM-2501,1.00033,1.12806,0.0250692,0.0125698,0.068274,3.5932
GBM-2502,1.00607,1.78932,0.0158908,0.00909645,0.110499,6.67511
GBM-2503,1.02797,2.46337,0.0215951,0.0280331,0.0870393,5.61539
GBM-2504,0.950569,1.57633,0.0194204,0.0130028,0.31863,13.9055
GBM-2505,0.812842,1.72129,0.0240517,0.0104751,0.27331,7.4246
GBM-2506,0.958104,0.444281,0.027873,0.0168349,0.267699,5.43675
GBM-2507,1.13076,2.72388,0.0298581,0.0223447,0.149421,16.3071
GBM-2508,0.910103,0.741021,0.021,0.0262469,0.226146,3.93289
GBM-2509,1.13755,2.80486,0.0162499,0.00426047,0.435191,34.0242
GBM-2510,0.988198,1.78291,0.0169661,0.029329,0.0911264,3.22705
GBM-2511,0.810164,0.240892,0.0283896,0.0211731,0.444588,2.17039
GBM-2512,0.975634,2.10928,0.0147037,0.0220652,0.354656,17.8989
GBM-2513,1.02922,0.627333,0.0256761,0.0116844,0.0518505,4.05193
GBM-2514,0.845723,0.472437,0.0268492,0.0065133,0.484832,7.35262
GBM-2515,1.00094,2.52585,0.0117377,0.00936925,0.485681,29.5801
GBM-2516,0.882087,0.269383,0.0249422,0.0215325,0.157929,0.24298
GBM-2517,0.816454,1.01639,0.0165663,0.0292409,0.376153,7.20587
GBM-2518,0.974433,0.697007,0.0228029,0.0265459,0.448882,13.425
GBM-2519,1.11846,2.16081,0.0155158,0.00553142,0.448148,30.5591
GBM-2520,0.951718,2.48275,0.0162842,0.0281155,0.168353,6.86446
GBM-2521,0.940872,0.278556,0.0141311,0.0169179,0.49802,7.86252
GBM-2522,0.813979,1.14321,0.0251374,0.0217312,0.303707,5.66266
GBM-2523,1.07551,0.424505,0.0291184,0.00515508,0.0717711,8.01244
GBM-2524,0.849866,0.726321,0.0117239,0.0198301,0.277729,3.5384
GBM-2525,0.971015,1.89023,0.0174873,0.0276613,0.405776,19.0852
GBM-2526,1.13775,1.42839,0.0216299,0.00683663,0.0975618,14.3092
GBM-2527,0.952863,2.70231,0.0104195,0.0148272,0.360834,20.2356
GBM-2528,0.928628,1.91737,0.0226516,0.0238363,0.439402,20.134
GBM-2529,1.08625,2.06278,0.0171261,0.012591,0.46534,28.8904
GBM-2530,0.99958,2.59588,0.0288006,0.00287645,0.266525,19.7332
